Link,Baslik,Fiyat (Metin),Fiyat (Sayisal),Konum,Listing No,Last Update Date,Listing status,Residence Type,Number Of Room + Hall,Number of Bathrooms,Gross / Net m²,Number of Floors,Floor,Property Age,Heating Type,Loan Availability,Title Deed Status,Furnishing Status,Usage Status,Swap,Facade
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/daire/31220-9975,"41 Square Meters Apartment For Sale in Buca, Izmir",2.150.000 TRY,2150000.0,inonu,31220-9975,08-09-2025,For Sale,Apartment,1 + 0,1.0,"41 m2 
/ 39 m2",2 Storey,Top,New Property,Combi Boiler,Not Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/162097-27,"125 Square Meters Apartment For Sale in Buca, Izmir",4.780.000 TRY,4780000.0,buca-koop,162097-27,11-10-2025,For Sale,Apartment,3 + 1,,"125 m2 
/ 120 m2",9 Storey,6.,21 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/32025-226,"60 Square Meters Apartment For Sale in Buca, Izmir",2.450.000 TRY,2450000.0,adatepe,32025-226,21-10-2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",3 Storey,3.,1 at Age,Air Conditioning,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/70103-1128,"40 Square Meters Apartment For Sale in Buca, Izmir",1.890.000 TRY,1890000.0,adatepe,70103-1128,12-10-2025,For Sale,Apartment,1 + 0,1.0,"40 m2 
/ 35 m2",5 Storey,Ground,New Property,Air Conditioning,Available,Floor Easement,Furnished,Tenanted,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-inkilap-satilik/daire/51456-7469,"155 Square Meters Apartment For Sale in Buca, Izmir",7.000.000 TRY,7000000.0,inkilap,51456-7469,05-09-2025,For Sale,Apartment,3 + 1,1.0,"155 m2 
/ 134 m2",4 Storey,Raised Ground,5 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/24511-9714,"90 Square Meters Apartment For Sale in Buca, Izmir",5.750.000 TRY,5750000.0,kurucesme,24511-9714,09-10-2025,For Sale,Apartment,2 + 1,1.0,"90 m2 
/ 75 m2",14 Storey,Top,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-baris-satilik/daire/29626-2056,"135 Square Meters Apartment For Sale in Buca, Izmir",5.250.000 TRY,5250000.0,baris,29626-2056,20-10-2025,For Sale,Apartment,3 + 1,1.0,"135 m2 
/ 125 m2",4 Storey,2.,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-camlipinar-satilik/daire/143819-155,"100 Square Meters Apartment For Sale in Buca, Izmir",5.150.000 TRY,5150000.0,camlipinar,143819-155,14-10-2025,For Sale,Apartment,2 + 1,2.0,"100 m2 
/ 90 m2",11 Storey,3.,New Property,Underfloor Heating,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/143822-99,"70 Square Meters Apartment For Sale in Buca, Izmir",3.175.000 TRY,3175000.0,kozagac,143822-99,18-10-2025,For Sale,Apartment,2 + 1,1.0,"70 m2 
/ 60 m2",4 Storey,2.,2 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/139799-914,"130 Square Meters Apartment For Sale in Buca, Izmir",5.100.000 TRY,5100000.0,yaylacik,139799-914,17-10-2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 120 m2",4 Storey,2.,9 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-belenbasi-satilik/mustakil-ev/111716-802,"1.000 Square Meters Detached House For Sale in Buca, Izmir",13.250.000 TRY,13250000.0,belenbasi,111716-802,24-10-2025,For Sale,Detached House,3 + 1,2.0,"1.000 m2 
/ 210 m2",2 Storey,,1 at Age,Air Conditioning,Available,Floor Easement,Furnished,,,"South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/31220-9990,"110 Square Meters Apartment For Sale in Buca, Izmir",3.700.000 TRY,3700000.0,menderes,31220-9990,14-09-2025,For Sale,Apartment,3 + 1,1.0,"110 m2 
/ 90 m2",4 Storey,4.,31 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/15356-5986,"80 Square Meters Apartment For Sale in Buca, Izmir",3.750.000 TRY,3750000.0,kurucesme,15356-5986,06-10-2025,For Sale,Apartment,2 + 4,1.0,"80 m2 
/ 70 m2",5 Storey,Middle,7 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,South
https://www.hepsiemlak.com/en/izmir-buca-guven-satilik/daire/82933-269,"80 Square Meters Apartment For Sale in Buca, Izmir",3.500.000 TRY,3500000.0,guven,82933-269,29-09-2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 75 m2",4 Storey,4.,40 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/151855-109,"150 Square Meters Apartment For Sale in Buca, Izmir",5.400.000 TRY,5400000.0,yaylacik,151855-109,08-10-2025,For Sale,Apartment,3 + 1,2.0,"150 m2 
/ 140 m2",4 Storey,Raised Ground,16 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-camlipinar-satilik/daire/143819-156,"100 Square Meters Apartment For Sale in Buca, Izmir",5.100.000 TRY,5100000.0,camlipinar,143819-156,14-10-2025,For Sale,Apartment,2 + 1,2.0,"100 m2 
/ 90 m2",11 Storey,3.,New Property,Underfloor Heating,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-camlipinar-satilik/daire/15356-5946,"100 Square Meters Apartment For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,camlipinar,15356-5946,20-10-2025,For Sale,Apartment,2 + 1,1.0,"100 m2 
/ 95 m2",8 Storey,Ground,3 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/bina/34917-418,"128 Square Meters Building For Sale in Buca, Izmir",33.000.000 TRY,33000000.0,yildiz,34917-418,22-10-2025,For Sale,Building,3 + 1,1.0,"128 m2 
/ 118 m2",5 Storey,,19 at Age,Combi Boiler,Available,Condominium,Not Furnished,Unspecified,No,South
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/24511-9711,"100 Square Meters Apartment For Sale in Buca, Izmir",3.250.000 TRY,3250000.0,hurriyet,24511-9711,07-10-2025,For Sale,Apartment,2 + 1,1.0,"100 m2 
/ 90 m2",4 Storey,4.,30 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,"North, South, East"
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/124964-1876,"125 Square Meters Apartment For Sale in Buca, Izmir",3.500.000 TRY,3500000.0,firat,124964-1876,20-10-2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 120 m2",8 Storey,8.,31 at Age,Combi Boiler,Available,Condominium,,Empty,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/117461-4373,"120 Square Meters Apartment For Sale in Buca, Izmir",4.200.000 TRY,4200000.0,ataturk,117461-4373,14-10-2025,For Sale,Apartment,3 + 1,1.0,"120 m2 
/ 100 m2",8 Storey,1.,21 at Age,No Heating,Available,Condominium,Not Furnished,Tenanted,No,West
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/18435-5554,"145 Square Meters Apartment For Sale in Buca, Izmir",9.300.000 TRY,9300000.0,efeler,18435-5554,24-10-2025,For Sale,Apartment,3 + 1,1.0,"145 m2 
/ 120 m2",4 Storey,2.,7 at Age,Underfloor Heating,Available,Floor Easement,Not Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/37745-1940,"125 Square Meters Apartment For Sale in Buca, Izmir",7.000.000 TRY,7000000.0,buca-koop,37745-1940,23-09-2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 120 m2",6 Storey,2.,12 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,,
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/151707-87,"110 Square Meters Apartment For Sale in Buca, Izmir",3.800.000 TRY,3800000.0,efeler,151707-87,06-10-2025,For Sale,Apartment,3 + 1,1.0,"110 m2 
/ 100 m2",4 Storey,2.,31 at Age,Air Conditioning,Available,Condominium,Not Furnished,Tenanted,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/154469-41,"48 Square Meters Apartment For Sale in Buca, Izmir",1.950.000 TRY,1950000.0,kurucesme,154469-41,17-10-2025,For Sale,Apartment,1 + 1,1.0,"48 m2 
/ 42 m2",2 Storey,Raised Ground,5 at Age,Air Conditioning,Available,Floor Easement,Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/148947-33,"55 Square Meters Apartment For Sale in Buca, Izmir",3.000.000 TRY,3000000.0,adatepe,148947-33,01-10-2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",3 Storey,2.,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-akincilar-satilik/daire/2499-12160,"90 Square Meters Apartment For Sale in Buca, Izmir",3.700.000 TRY,3700000.0,akincilar,2499-12160,23-09-2025,For Sale,Apartment,2 + 1,1.0,"90 m2 
/ 75 m2",4 Storey,Garden,3 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/daire/110918-1153,"80 Square Meters Apartment For Sale in Buca, Izmir",2.450.000 TRY,2450000.0,inonu,110918-1153,16-10-2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 75 m2",3 Storey,Raised Ground,New Property,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-mustafa-kemal-satilik/daire/154139-35,"100 Square Meters Apartment For Sale in Buca, Izmir",3.890.000 TRY,3890000.0,mustafa-kemal,154139-35,04-10-2025,For Sale,Apartment,2 + 1,1.0,"100 m2 
/ 90 m2",4 Storey,4.,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-laleli-satilik/daire/0-45193439,"210 Square Meters Apartment For Sale in Buca, Izmir",5.799.000 TRY,5799000.0,laleli,0-45193439,04-09-2025,For Sale,Apartment,2 + 1,1.0,"210 m2 
/ 195 m2",5 Storey,Raised Ground,19 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,South
https://www.hepsiemlak.com/en/izmir-buca-akincilar-satilik/daire/18435-5548,"165 Square Meters Apartment For Sale in Buca, Izmir",9.950.000 TRY,9950000.0,akincilar,18435-5548,20-10-2025,For Sale,Apartment,3 + 1,2.0,"165 m2 
/ 144 m2",9 Storey,2.,4 at Age,Underfloor Heating,Available,Floor Easement,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-belenbasi-satilik/villa/158425-24,"260 Square Meters Villa For Sale in Buca, Izmir",9.950.000 TRY,9950000.0,belenbasi,158425-24,23-10-2025,For Sale,Villa,5 + 1,2.0,"260 m2 
/ 240 m2",3 Storey,,4 at Age,Heat Pump,Not Available,Freehold Title Deed,Furnished,Owner,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-camlikule-satilik/daire/15356-5970,"126 Square Meters Apartment For Sale in Buca, Izmir",9.000.000 TRY,9000000.0,camlikule,15356-5970,05-09-2025,For Sale,Apartment,3 + 1,1.0,"126 m2 
/ 120 m2",5 Storey,2.,7 at Age,Combi Boiler,Available,Floor Easement,,Tenanted,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/159783-32,"55 Square Meters Apartment For Sale in Buca, Izmir",2.800.000 TRY,2800000.0,yildiz,159783-32,18-10-2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 51 m2",3 Storey,Ground,New Property,Combi Boiler,Available,Floor Easement,Furnished,,,
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/111716-1366,"150 Square Meters Apartment For Sale in Buca, Izmir",5.250.000 TRY,5250000.0,yenigun,111716-1366,17-10-2025,For Sale,Apartment,3 + 1,1.0,"150 m2 
/ 140 m2",9 Storey,9.,16 at Age,Combi Boiler,Available,Condominium,Not Furnished,,No,"South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/70103-1103,"72 Square Meters Apartment For Sale in Buca, Izmir",4.750.000 TRY,4750000.0,efeler,70103-1103,19-09-2025,For Sale,Apartment,2 + 1,1.0,"72 m2 
/ 65 m2",4 Storey,Middle,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/104396-444,"55 Square Meters Apartment For Sale in Buca, Izmir",2.550.000 TRY,2550000.0,yaylacik,104396-444,21-10-2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",7 Storey,Raised Ground,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/144360-100,"55 Square Meters Apartment For Sale in Buca, Izmir",1.215.000 TRY,1215000.0,ataturk,144360-100,23-10-2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",4 Storey,3.,1 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-laleli-satilik/daire/112706-7882,"135 Square Meters Apartment For Sale in Buca, Izmir",3.975.000 TRY,3975000.0,laleli,112706-7882,15-10-2025,For Sale,Apartment,3 + 1,1.0,"135 m2 
/ 118 m2",5 Storey,3.,31 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, East, West"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/151012-6,"65 Square Meters Apartment For Sale in Buca, Izmir",2.750.000 TRY,2750000.0,adatepe,151012-6,08-10-2025,For Sale,Apartment,2 + 0,1.0,"65 m2 
/ 55 m2",2 Storey,Ground,1 at Age,Air Conditioning,Available,Condominium,Furnished,Tenanted,No,South
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/63598-227,"110 Square Meters Apartment For Sale in Buca, Izmir",3.950.000 TRY,3950000.0,yildiz,63598-227,20-10-2025,For Sale,Apartment,3 + 1,1.0,"110 m2 
/ 100 m2",5 Storey,Middle,30 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/0-45257144,"45 Square Meters Apartment For Sale in Buca, Izmir",2.350.000 TRY,2350000.0,yildiz,0-45257144,15-09-2025,For Sale,Apartment,1 + 1,1.0,"45 m2 
/ 40 m2",4 Storey,Ground,17 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-kirklar-satilik/mustakil-ev/125876-2679,"300 Square Meters Detached House For Sale in Buca, Izmir",19.000.000 TRY,19000000.0,kirklar,125876-2679,22-10-2025,For Sale,Detached House,6 + 1,3.0,"300 m2 
/ 240 m2",3 Storey,,4 at Age,Air Conditioning,Not Available,Shared Deed,,Owner,,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/143815-272,"80 Square Meters Apartment For Sale in Buca, Izmir",2.600.000 TRY,2600000.0,yigitler,143815-272,29-09-2025,For Sale,Apartment,1 + 1,1.0,"80 m2 
/ 65 m2",5 Storey,Ground,16 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/161229-3,"50 Square Meters Apartment For Sale in Buca, Izmir",2.795.000 TRY,2795000.0,adatepe,161229-3,13-10-2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",6 Storey,3.,1 at Age,Underfloor Heating,Not Available,Floor Easement,Not Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/144696-316,"125 Square Meters Apartment For Sale in Buca, Izmir",3.850.000 TRY,3850000.0,kozagac,144696-316,09-10-2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 115 m2",4 Storey,2.,26 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/162032-16,"138 Square Meters Apartment For Sale in Buca, Izmir",4.600.000 TRY,4600000.0,yildiz,162032-16,05-10-2025,For Sale,Apartment,3 + 1,1.0,"138 m2 
/ 130 m2",4 Storey,3.,10 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,"South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-cumhuriyet-satilik/daire/146515-543,"125 Square Meters Apartment For Sale in Buca, Izmir",4.100.000 TRY,4100000.0,cumhuriyet,146515-543,20-10-2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 115 m2",8 Storey,7.,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/29626-2066,"125 Square Meters Apartment For Sale in Buca, Izmir",3.300.000 TRY,3300000.0,efeler,29626-2066,20-10-2025,For Sale,Apartment,2 + 1,1.0,"125 m2 
/ 115 m2",4 Storey,4.,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/161350-13,"58 Square Meters Apartment For Sale in Buca, Izmir",1.650.000 TRY,1650000.0,adatepe,161350-13,16-10-2025,For Sale,Apartment,1 + 1,1.0,"58 m2 
/ 52 m2",3 Storey,2.,1 at Age,Combi Boiler,Available,Condominium,Furnished,,No,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/161229-11,"45 Square Meters Apartment For Sale in Buca, Izmir",2.900.000 TRY,2900000.0,adatepe,161229-11,13-10-2025,For Sale,Apartment,1 + 1,1.0,"45 m2 
/ 40 m2",5 Storey,2.,New Property,Combi Boiler,Not Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/151855-114,"115 Square Meters Apartment For Sale in Buca, Izmir",4.350.000 TRY,4350000.0,kurucesme,151855-114,08-10-2025,For Sale,Apartment,3 + 1,1.0,"115 m2 
/ 108 m2",9 Storey,Middle,23 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,"North, West"
https://www.hepsiemlak.com/en/izmir-buca-ufuk-satilik/daire/143819-160,"169 Square Meters Apartment For Sale in Buca, Izmir",3.790.000 TRY,3790000.0,ufuk,143819-160,14-10-2025,For Sale,Apartment,2 + 1,1.0,"169 m2 
/ 120 m2",3 Storey,3.,26 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-guven-satilik/daire/146515-516,"80 Square Meters Apartment For Sale in Buca, Izmir",4.250.000 TRY,4250000.0,guven,146515-516,21-10-2025,For Sale,Apartment,1 + 1,1.0,"80 m2 
/ 70 m2",4 Storey,3.,30 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,
https://www.hepsiemlak.com/en/izmir-buca-dumlupinar-satilik/daire/149571-95,"167 Square Meters Apartment For Sale in Buca, Izmir",7.000.000 TRY,7000000.0,dumlupinar,149571-95,22-10-2025,For Sale,Apartment,3 + 1,1.0,"167 m2 
/ 160 m2",4 Storey,2.,16 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/32025-188,"75 Square Meters Apartment For Sale in Buca, Izmir",3.000.000 TRY,3000000.0,adatepe,32025-188,21-10-2025,For Sale,Apartment,1 + 1,1.0,"75 m2 
/ 55 m2",4 Storey,3.,1 at Age,Air Conditioning,Available,Condominium,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-ufuk-satilik/daire/154903-3,"95 Square Meters Apartment For Sale in Buca, Izmir",2.300.000 TRY,2300000.0,ufuk,154903-3,23-10-2025,For Sale,Apartment,2 + 1,1.0,"95 m2 
/ 90 m2",4 Storey,Basement,5 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,North
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/126264-2299,"130 Square Meters Apartment For Sale in Buca, Izmir",4.700.000 TRY,4700000.0,yildiz,126264-2299,19-09-2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 125 m2",8 Storey,6.,22 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,"South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-camlikule-satilik/daire/143822-107,"185 Square Meters Apartment For Sale in Buca, Izmir",6.500.000 TRY,6500000.0,camlikule,143822-107,18-10-2025,For Sale,Apartment,3 + 1,2.0,"185 m2 
/ 180 m2",4 Storey,2.,16 at Age,Combi Boiler,Not Available,Condominium,Not Furnished,Owner,No,South
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/32025-204,"60 Square Meters Apartment For Sale in Buca, Izmir",2.450.000 TRY,2450000.0,adatepe,32025-204,23-10-2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",3 Storey,Garden,1 at Age,Air Conditioning,Available,Floor Easement,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-akincilar-satilik/daire/32982-4536,"85 Square Meters Apartment For Sale in Buca, Izmir",4.200.000 TRY,4200000.0,akincilar,32982-4536,21-10-2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 76 m2",4 Storey,Raised Ground,New Property,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/148313-20,"55 Square Meters Apartment For Sale in Buca, Izmir",2.050.000 TRY,2050000.0,kurucesme,148313-20,22-09-2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",6 Storey,2.,4 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-vali-rahmi-bey-satilik/daire/126264-2328,"90 Square Meters Apartment For Sale in Buca, Izmir",5.700.000 TRY,5700000.0,vali-rahmi-bey,126264-2328,18-10-2025,For Sale,Apartment,2 + 1,2.0,"90 m2 
/ 83 m2",3 Storey,2.,8 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/133061-640,"120 Square Meters Apartment For Sale in Buca, Izmir",3.600.000 TRY,3600000.0,menderes,133061-640,09-10-2025,For Sale,Apartment,3 + 1,1.0,"120 m2 
/ 100 m2",4 Storey,Penthouse,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/151862-61,"55 Square Meters Apartment For Sale in Buca, Izmir",2.580.000 TRY,2580000.0,ataturk,151862-61,10-09-2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",3 Storey,2.,New Property,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/64940-66,"130 Square Meters Apartment For Sale in Buca, Izmir",4.850.000 TRY,4850000.0,firat,64940-66,18-10-2025,For Sale,Apartment,3 + 1,2.0,"130 m2 
/ 125 m2",2 Storey,Middle,8 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/144273-205,"50 Square Meters Apartment For Sale in Buca, Izmir",1.900.000 TRY,1900000.0,adatepe,144273-205,13-10-2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",4 Storey,Middle,3 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,"North, East"
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/18435-5527,"160 Square Meters Apartment For Sale in Buca, Izmir",8.250.000 TRY,8250000.0,kozagac,18435-5527,29-09-2025,For Sale,Apartment,3 + 1,1.0,"160 m2 
/ 145 m2",3 Storey,3.,15 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/144696-358,"110 Square Meters Apartment For Sale in Buca, Izmir",3.530.000 TRY,3530000.0,kozagac,144696-358,09-10-2025,For Sale,Apartment,3 + 1,1.0,"110 m2 
/ 100 m2",4 Storey,Underground 1,10 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/109159-576,"55 Square Meters Apartment For Sale in Buca, Izmir",1.975.000 TRY,1975000.0,kozagac,109159-576,23-10-2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",3 Storey,3.,16 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/52129-139,"95 Square Meters Apartment For Sale in Buca, Izmir",2.500.000 TRY,2500000.0,yaylacik,52129-139,06-10-2025,For Sale,Apartment,2 + 1,1.0,"95 m2 
/ 90 m2",4 Storey,Top,35 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/144360-98,"55 Square Meters Apartment For Sale in Buca, Izmir",1.150.000 TRY,1150000.0,ataturk,144360-98,18-10-2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",4 Storey,2.,1 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-baris-satilik/daire/67273-4063,"130 Square Meters Apartment For Sale in Buca, Izmir",3.999.000 TRY,3999000.0,baris,67273-4063,24-10-2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 120 m2",4 Storey,4.,20 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/129980-852,"55 Square Meters Apartment For Sale in Buca, Izmir",2.150.000 TRY,2150000.0,ataturk,129980-852,11-09-2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",3 Storey,Garden,5 at Age,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-laleli-satilik/daire/112706-7652,"141 Square Meters Apartment For Sale in Buca, Izmir",3.975.000 TRY,3975000.0,laleli,112706-7652,15-10-2025,For Sale,Apartment,3 + 1,1.0,"141 m2 
/ 118 m2",5 Storey,3.,35 at Age,Unspecified,Not Available,Condominium,,,,
